,PROD#,2023-09-02,2023-09-03,2023-09-04,2023-09-05,2023-09-06,2023-09-07,2023-09-08,2023-09-09,2023-09-10,2023-09-11,2023-09-12,2023-09-13,2023-09-14,2023-09-15
880,9260,24.0,2.0,0.0,53.0,57.0,27.0,48.0,15.0,2.0,44.0,35.0,44.0,31.0,53.0
881,9261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
882,9263,18.0,2.0,0.0,32.0,25.0,6.0,20.0,9.0,2.0,23.0,9.0,18.0,11.0,21.0
883,9265,7.0,1.0,0.0,37.0,36.0,6.0,29.0,9.0,3.0,23.0,13.0,25.0,21.0,40.0
884,9266,33.0,6.0,0.0,67.0,53.0,27.0,64.0,33.0,4.0,107.0,30.0,61.0,31.0,74.0
885,9267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
886,9268,31.0,0.0,0.0,51.0,61.0,32.0,64.0,18.0,2.0,84.0,20.0,67.0,23.0,58.0
887,9270,8.0,2.0,0.0,63.0,35.0,18.0,62.0,7.0,0.0,54.0,30.0,46.0,32.0,59.0
888,9271,1.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,3.0,5.0,0.0,1.0,3.0,11.0
889,9272,6.0,0.0,0.0,40.0,28.0,14.0,20.0,1.0,3.0,38.0,24.0,22.0,23.0,40.0
890,9275,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
891,9283,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,9287,8.0,0.0,0.0,2.0,29.0,28.0,2.0,6.0,0.0,1.0,0.0,4.0,4.0,16.0
893,9295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,9297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
895,9335,0.0,0.0,0.0,8.0,0.0,7.0,2.0,0.0,5.0,5.0,6.0,5.0,3.0,1.0
896,9336,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,5.0
897,9339,30.0,1.0,0.0,61.0,30.0,16.0,50.0,28.0,0.0,38.0,23.0,31.0,16.0,52.0
898,9340,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0
899,9341,3.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0
900,9342,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,9343,7.0,2.0,0.0,18.0,23.0,6.0,10.0,7.0,1.0,11.0,4.0,10.0,5.0,17.0
902,9345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
903,9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
904,9350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905,9416,6.0,0.0,0.0,6.0,4.0,1.0,7.0,3.0,5.0,3.0,4.0,2.0,5.0,7.0
906,9418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,9419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,9450,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0
909,9460,8.0,5.0,0.0,16.0,9.0,8.0,17.0,9.0,3.0,14.0,4.0,15.0,12.0,6.0
910,9467,0.0,0.0,0.0,0.0,12.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0
911,9495,5.0,0.0,0.0,15.0,18.0,7.0,20.0,12.0,0.0,14.0,4.0,20.0,9.0,20.0
912,9496,2.0,0.0,0.0,12.0,7.0,8.0,5.0,8.0,0.0,10.0,6.0,10.0,4.0,11.0
913,9505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
914,9605,4.0,0.0,0.0,13.0,7.0,9.0,15.0,3.0,0.0,9.0,2.0,15.0,3.0,9.0
915,9606,1.0,1.0,0.0,5.0,4.0,3.0,7.0,1.0,0.0,6.0,2.0,3.0,3.0,8.0
916,9610,1.0,0.0,0.0,8.0,1.0,3.0,3.0,6.0,0.0,5.0,2.0,1.0,1.0,8.0
917,9611,5.0,0.0,0.0,6.0,10.0,5.0,9.0,2.0,0.0,15.0,4.0,4.0,4.0,16.0
918,9622,0.0,0.0,0.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,10.0,2.0,6.0
919,9623,3.0,2.0,0.0,13.0,6.0,3.0,5.0,9.0,0.0,6.0,2.0,9.0,4.0,2.0
920,9626,3.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
921,9632,1.0,0.0,0.0,7.0,4.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,2.0,5.0
922,9667,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0
923,9678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
924,9697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
925,9699,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
926,9700,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
927,9704,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,9705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
929,9707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,9726,0.0,0.0,0.0,1.0,10.0,2.0,2.0,7.0,0.0,10.0,0.0,7.0,2.0,7.0
931,9745,2.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,3.0
932,9750,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,9865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
934,9870,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0
935,9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
936,10086,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0
937,10342,0.0,0.0,0.0,6.0,17.0,3.0,11.0,0.0,0.0,8.0,0.0,13.0,3.0,37.0
938,10936,3.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0
939,11017,7.0,0.0,0.0,6.0,7.0,2.0,7.0,0.0,0.0,21.0,11.0,7.0,7.0,4.0
940,11029,2.0,0.0,0.0,5.0,3.0,4.0,4.0,1.0,0.0,5.0,2.0,8.0,2.0,10.0
941,11033,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0
942,11062,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
943,11069,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,11072,3.0,6.0,0.0,7.0,8.0,3.0,5.0,0.0,0.0,7.0,0.0,4.0,3.0,3.0
945,11095,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
946,11213,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0
947,11221,8.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,0.0,3.0,4.0,3.0,5.0,10.0
948,11224,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0
949,11230,0.0,0.0,0.0,6.0,6.0,7.0,7.0,0.0,0.0,0.0,8.0,10.0,4.0,14.0
950,11275,11.0,6.0,0.0,10.0,2.0,7.0,27.0,0.0,0.0,11.0,0.0,9.0,9.0,7.0
951,11340,7.0,0.0,0.0,0.0,8.0,16.0,6.0,1.0,0.0,4.0,4.0,12.0,2.0,5.0
952,11341,1.0,0.0,0.0,10.0,3.0,7.0,1.0,4.0,0.0,3.0,2.0,18.0,5.0,7.0
953,11354,9.0,11.0,0.0,16.0,3.0,3.0,18.0,6.0,4.0,3.0,2.0,8.0,0.0,11.0
954,11364,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
955,11369,16.0,0.0,0.0,7.0,19.0,10.0,29.0,13.0,4.0,8.0,4.0,26.0,25.0,16.0
956,11374,4.0,0.0,0.0,2.0,5.0,5.0,4.0,2.0,0.0,7.0,1.0,6.0,1.0,4.0
957,11379,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,3.0,5.0,2.0,5.0,2.0
958,11413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
959,11414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
960,11415,10.0,0.0,0.0,16.0,12.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,5.0
961,11421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,2.0,0.0,0.0
962,11422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
963,11423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0
964,11602,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
965,11604,9.0,6.0,0.0,12.0,0.0,5.0,26.0,7.0,0.0,5.0,12.0,9.0,0.0,3.0
966,11887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
967,12008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,12019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,12025,10.0,0.0,0.0,20.0,16.0,13.0,10.0,15.0,0.0,20.0,12.0,19.0,12.0,20.0
970,12028,1.0,0.0,0.0,18.0,8.0,5.0,15.0,4.0,0.0,10.0,2.0,16.0,7.0,19.0
971,12029,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
972,12056,0.0,0.0,0.0,3.0,0.0,4.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,3.0
973,12124,0.0,0.0,0.0,10.0,7.0,3.0,13.0,0.0,0.0,4.0,5.0,7.0,2.0,5.0
974,12162,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,12165,0.0,0.0,0.0,8.0,0.0,4.0,2.0,5.0,0.0,0.0,2.0,1.0,1.0,4.0
976,12166,44.0,14.0,0.0,51.0,43.0,35.0,68.0,32.0,1.0,37.0,36.0,42.0,28.0,61.0
977,12186,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
978,12275,2.0,0.0,0.0,11.0,20.0,7.0,29.0,2.0,0.0,25.0,12.0,9.0,6.0,37.0
979,12882,13.0,0.0,0.0,15.0,9.0,4.0,10.0,4.0,0.0,8.0,10.0,11.0,7.0,10.0
980,12990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,13072,16.0,0.0,0.0,13.0,21.0,14.0,15.0,18.0,0.0,13.0,14.0,13.0,17.0,9.0
982,13090,0.0,3.0,0.0,2.0,9.0,8.0,14.0,5.0,0.0,8.0,7.0,10.0,3.0,14.0
983,13092,12.0,3.0,0.0,12.0,8.0,4.0,7.0,5.0,0.0,13.0,15.0,10.0,4.0,14.0
984,13096,1.0,3.0,0.0,4.0,10.0,11.0,13.0,2.0,0.0,5.0,3.0,11.0,2.0,6.0
985,13102,9.0,0.0,0.0,0.0,6.0,7.0,20.0,5.0,0.0,12.0,4.0,8.0,4.0,20.0
986,13252,10.0,0.0,0.0,9.0,13.0,9.0,14.0,7.0,0.0,12.0,8.0,6.0,6.0,5.0
987,13253,180.0,23.0,22.0,207.0,253.0,179.0,319.0,103.0,13.0,247.0,115.0,208.0,151.0,243.0
988,13343,0.0,0.0,0.0,0.0,8.0,7.0,8.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0
989,13406,12.0,0.0,0.0,77.0,72.0,23.0,99.0,9.0,1.0,79.0,33.0,80.0,27.0,93.0
990,13407,12.0,0.0,0.0,69.0,59.0,14.0,84.0,8.0,0.0,64.0,29.0,70.0,24.0,80.0
991,13441,1.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0
992,13456,31.0,0.0,0.0,7.0,10.0,23.0,18.0,19.0,0.0,20.0,17.0,14.0,28.0,26.0
993,13457,25.0,0.0,0.0,14.0,46.0,27.0,27.0,18.0,0.0,11.0,12.0,21.0,33.0,33.0
994,13465,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
995,14001,2.0,1.0,0.0,7.0,5.0,2.0,6.0,4.0,3.0,5.0,2.0,6.0,1.0,4.0
996,14003,1.0,0.0,0.0,2.0,9.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,12.0
997,14602,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,14609,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
999,15314,3.0,0.0,0.0,1.0,20.0,3.0,11.0,15.0,0.0,6.0,7.0,8.0,6.0,15.0
1000,15340,38.0,4.0,0.0,59.0,69.0,60.0,60.0,35.0,0.0,63.0,55.0,67.0,37.0,57.0
1001,15520,6.0,0.0,0.0,64.0,21.0,14.0,42.0,2.0,0.0,37.0,6.0,28.0,8.0,29.0
1002,16610,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,18032,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0
1004,18465,1.0,0.0,0.0,7.0,4.0,7.0,1.0,8.0,0.0,4.0,3.0,6.0,1.0,3.0
1005,19101,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,19122,1.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,11.0,0.0,0.0
1007,19124,0.0,0.0,0.0,19.0,0.0,12.0,0.0,0.0,0.0,12.0,6.0,25.0,0.0,8.0
1008,19213,64.0,10.0,0.0,95.0,89.0,74.0,124.0,63.0,1.0,109.0,66.0,92.0,70.0,120.0
1009,19217,6.0,2.0,0.0,13.0,13.0,8.0,16.0,9.0,0.0,12.0,3.0,10.0,8.0,9.0
1010,19225,20.0,15.0,0.0,29.0,22.0,25.0,41.0,10.0,0.0,34.0,32.0,21.0,24.0,37.0
1011,19227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1012,19242,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1013,19243,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0
1014,19264,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0
1015,19276,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,19335,0.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0
1017,19338,0.0,0.0,0.0,3.0,9.0,1.0,1.0,2.0,0.0,3.0,6.0,2.0,1.0,3.0
1018,19339,40.0,1.0,0.0,60.0,78.0,38.0,107.0,22.0,3.0,68.0,48.0,73.0,33.0,84.0
1019,19341,1.0,0.0,0.0,11.0,13.0,2.0,8.0,2.0,0.0,6.0,10.0,9.0,3.0,13.0
1020,19342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,19343,4.0,0.0,0.0,34.0,69.0,18.0,20.0,16.0,0.0,21.0,12.0,31.0,8.0,12.0
1022,19347,3.0,0.0,0.0,27.0,3.0,3.0,4.0,3.0,0.0,15.0,4.0,11.0,2.0,5.0
1023,19349,1.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0
1024,19460,2.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,0.0,5.0,7.0,2.0,1.0,5.0
1025,19605,5.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,11.0
1026,19626,4.0,1.0,0.0,5.0,13.0,4.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,6.0
1027,19627,2.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,5.0,1.0,5.0
1028,19628,0.0,0.0,0.0,0.0,12.0,4.0,2.0,3.0,0.0,4.0,0.0,6.0,9.0,4.0
1029,19677,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1030,19678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,19698,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1032,19699,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,3.0
1033,19700,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,5.0,0.0
1034,19701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1035,19702,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
1036,19703,0.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0
1037,19704,5.0,0.0,0.0,0.0,7.0,16.0,3.0,3.0,0.0,8.0,3.0,10.0,9.0,2.0
1038,19705,1.0,0.0,0.0,6.0,2.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0
1039,19706,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,8.0,1.0,0.0,1.0,4.0
1040,19707,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1041,19720,4.0,0.0,0.0,3.0,1.0,4.0,3.0,2.0,0.0,5.0,2.0,3.0,4.0,4.0
1042,21000,6.0,0.0,0.0,12.0,13.0,3.0,8.0,4.0,1.0,8.0,6.0,2.0,6.0,10.0
1043,21046,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,4.0,4.0,3.0,2.0,5.0
1044,21055,2.0,0.0,0.0,6.0,3.0,3.0,8.0,1.0,0.0,3.0,4.0,9.0,2.0,6.0
1045,21057,2.0,1.0,0.0,10.0,4.0,6.0,6.0,1.0,1.0,5.0,5.0,6.0,5.0,7.0
1046,21068,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1047,21069,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1048,21070,3.0,1.0,0.0,12.0,11.0,3.0,9.0,1.0,0.0,11.0,5.0,14.0,3.0,7.0
1049,21072,2.0,0.0,0.0,10.0,11.0,5.0,4.0,5.0,0.0,7.0,8.0,4.0,13.0,8.0
1050,21073,2.0,0.0,0.0,7.0,2.0,4.0,6.0,4.0,0.0,2.0,1.0,2.0,1.0,6.0
1051,21081,9.0,2.0,0.0,17.0,14.0,13.0,12.0,9.0,0.0,13.0,14.0,19.0,16.0,18.0
1052,21085,4.0,1.0,0.0,8.0,12.0,16.0,10.0,3.0,1.0,6.0,11.0,6.0,10.0,8.0
1053,21095,12.0,3.0,0.0,35.0,24.0,23.0,24.0,9.0,2.0,27.0,24.0,18.0,28.0,19.0
1054,21101,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1055,21205,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
1056,21216,18.0,0.0,2.0,50.0,37.0,18.0,41.0,14.0,2.0,35.0,38.0,36.0,12.0,44.0
1057,21218,0.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
1058,21230,6.0,2.0,0.0,11.0,19.0,13.0,20.0,3.0,0.0,22.0,12.0,22.0,13.0,14.0
1059,21240,0.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0
1060,21260,2.0,1.0,0.0,7.0,6.0,2.0,5.0,2.0,0.0,3.0,4.0,6.0,2.0,7.0
1061,21268,4.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0
1062,21270,2.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,3.0
1063,21275,11.0,0.0,0.0,25.0,11.0,27.0,14.0,7.0,0.0,14.0,26.0,17.0,19.0,16.0
1064,21285,4.0,0.0,0.0,19.0,7.0,13.0,11.0,3.0,0.0,10.0,13.0,10.0,8.0,7.0
1065,21287,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
1066,21288,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1067,21290,0.0,0.0,0.0,16.0,3.0,10.0,3.0,2.0,0.0,2.0,14.0,1.0,9.0,2.0
1068,21300,1.0,1.0,0.0,10.0,13.0,6.0,12.0,4.0,0.0,9.0,3.0,9.0,7.0,7.0
1069,21330,5.0,1.0,12.0,18.0,19.0,32.0,16.0,5.0,0.0,22.0,17.0,11.0,34.0,20.0
1070,21340,17.0,2.0,0.0,14.0,54.0,7.0,27.0,8.0,2.0,30.0,11.0,16.0,12.0,21.0
1071,21350,3.0,0.0,0.0,4.0,1.0,4.0,5.0,4.0,0.0,4.0,5.0,5.0,2.0,8.0
1072,21355,9.0,2.0,0.0,23.0,21.0,15.0,29.0,21.0,2.0,18.0,9.0,26.0,10.0,26.0
1073,21360,1.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0
1074,21361,7.0,2.0,0.0,21.0,20.0,18.0,19.0,8.0,1.0,12.0,16.0,10.0,12.0,16.0
1075,21381,4.0,0.0,0.0,3.0,8.0,11.0,6.0,5.0,0.0,8.0,4.0,11.0,5.0,3.0
1076,21415,4.0,0.0,0.0,12.0,4.0,0.0,9.0,0.0,0.0,16.0,5.0,6.0,5.0,11.0
1077,21420,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1078,21437,6.0,1.0,0.0,7.0,10.0,12.0,17.0,3.0,0.0,14.0,4.0,9.0,7.0,11.0
1079,21440,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0
1080,21441,1.0,0.0,0.0,4.0,3.0,4.0,7.0,2.0,0.0,2.0,4.0,4.0,5.0,8.0
1081,21442,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
1082,21451,0.0,0.0,0.0,0.0,11.0,0.0,14.0,0.0,0.0,3.0,0.0,14.0,0.0,13.0
1083,21465,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0
1084,21490,8.0,0.0,0.0,14.0,4.0,4.0,3.0,1.0,1.0,6.0,8.0,2.0,6.0,3.0
1085,21493,6.0,0.0,0.0,21.0,7.0,19.0,6.0,4.0,0.0,10.0,21.0,12.0,7.0,12.0
1086,21498,2.0,1.0,0.0,22.0,3.0,6.0,3.0,1.0,1.0,5.0,13.0,5.0,3.0,2.0
1087,21535,18.0,0.0,0.0,13.0,4.0,3.0,8.0,5.0,0.0,11.0,4.0,13.0,3.0,8.0
1088,21555,2.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,7.0,2.0,5.0,2.0,3.0
1089,21580,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
1090,21604,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1091,21605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1092,21888,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1093,22008,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1094,22020,25.0,2.0,0.0,45.0,33.0,18.0,38.0,19.0,0.0,45.0,31.0,30.0,14.0,32.0
1095,22025,9.0,10.0,0.0,26.0,19.0,21.0,21.0,7.0,4.0,17.0,20.0,27.0,19.0,29.0
1096,22030,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,22041,3.0,0.0,0.0,20.0,11.0,4.0,11.0,6.0,1.0,19.0,8.0,5.0,3.0,8.0
1098,22046,22.0,5.0,0.0,42.0,34.0,29.0,40.0,15.0,1.0,34.0,24.0,37.0,24.0,25.0
1099,22051,4.0,2.0,0.0,4.0,12.0,8.0,12.0,2.0,0.0,6.0,6.0,10.0,6.0,12.0
1100,22061,2.0,2.0,0.0,10.0,9.0,4.0,8.0,8.0,1.0,3.0,7.0,3.0,8.0,6.0
1101,22066,21.0,5.0,0.0,26.0,26.0,20.0,25.0,15.0,6.0,27.0,30.0,31.0,21.0,35.0
1102,22174,0.0,0.0,0.0,14.0,7.0,1.0,7.0,0.0,0.0,18.0,1.0,8.0,2.0,16.0
1103,22222,0.0,0.0,0.0,480.0,480.0,480.0,480.0,0.0,0.0,480.0,0.0,480.0,0.0,460.0
1104,22595,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
1105,23003,0.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,2.0
